,date,team,opponent,moneyLine,opponentMoneyLine,spread,FG%,FG3%,FT%,REB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,win%,FG%_opp,FG3%_opp,FT%_opp,REB/G_opp,AST/G_opp,STL/G_opp,BLK/G_opp,TOV/G_opp,PF/G_opp,PTS/G_opp,win%_opp,home,outcome
224,2009-11-20,Houston,Atlanta,240.0,-280.0,7.0,0.45489815712900095,0.35664335664335667,0.7686274509803922,42.833333333333336,23.416666666666668,8.666666666666666,4.333333333333333,15.083333333333334,22.25,103.0,0.5833333333333334,0.4755381604696673,0.33816425120772947,0.7882736156351792,43.416666666666664,21.583333333333332,7.0,6.333333333333333,12.25,21.0,107.0,0.8333333333333334,0,0
225,2009-11-20,Orlando,Boston,220.0,-260.0,6.0,0.4597457627118644,0.36908517350157727,0.7028753993610224,40.666666666666664,20.0,6.166666666666667,4.666666666666667,13.25,20.25,100.41666666666667,0.75,0.500542888165038,0.3698630136986301,0.7325581395348837,37.916666666666664,25.166666666666668,8.666666666666666,4.666666666666667,14.083333333333334,20.25,99.33333333333333,0.75,0,1
226,2009-11-20,Indiana,Cleveland,150.0,-170.0,3.5,0.43878954607977994,0.3202247191011236,0.7591240875912408,45.22222222222222,19.444444444444443,7.444444444444445,8.333333333333334,16.0,25.333333333333332,100.33333333333333,0.5555555555555556,0.47071583514099785,0.4458874458874459,0.7214765100671141,39.0,20.583333333333332,7.916666666666667,5.583333333333333,13.583333333333334,21.916666666666668,98.83333333333333,0.6666666666666666,1,0
227,2009-11-20,Sacramento,Dallas,500.0,-700.0,10.0,0.4457831325301205,0.3532608695652174,0.7508417508417509,44.5,18.5,8.0,4.7,14.4,22.5,102.8,0.5,0.44742063492063494,0.3568075117370892,0.7986348122866894,45.75,21.666666666666668,7.416666666666667,6.333333333333333,12.25,20.5,101.0,0.75,0,0
228,2009-11-20,LA Clippers,Denver,360.0,-460.0,9.0,0.468565815324165,0.3145539906103286,0.7012195121951219,40.15384615384615,23.076923076923077,7.538461538461538,6.384615384615385,15.076923076923077,22.076923076923077,96.23076923076923,0.3076923076923077,0.47231638418079097,0.3780487804878049,0.8010899182561307,40.36363636363637,21.636363636363637,8.454545454545455,4.636363636363637,13.272727272727273,22.363636363636363,108.36363636363636,0.7272727272727273,1,1
229,2009-11-20,Portland,Golden State,-360.0,300.0,-7.5,0.4448938321536906,0.35269709543568467,0.8209876543209876,43.15384615384615,20.23076923076923,6.230769230769231,5.923076923076923,13.846153846153847,22.23076923076923,94.6923076923077,0.6923076923076923,0.48677248677248675,0.38860103626943004,0.7491166077738516,37.18181818181818,22.545454545454547,9.545454545454545,4.454545454545454,15.454545454545455,23.636363636363637,109.72727272727273,0.2727272727272727,0,0
230,2009-11-20,Atlanta,Houston,-280.0,240.0,-7.0,0.4755381604696673,0.33816425120772947,0.7882736156351792,43.416666666666664,21.583333333333332,7.0,6.333333333333333,12.25,21.0,107.0,0.8333333333333334,0.45489815712900095,0.35664335664335667,0.7686274509803922,42.833333333333336,23.416666666666668,8.666666666666666,4.333333333333333,15.083333333333334,22.25,103.0,0.5833333333333334,1,1
231,2009-11-20,Cleveland,Indiana,-170.0,150.0,-3.5,0.47071583514099785,0.4458874458874459,0.7214765100671141,39.0,20.583333333333332,7.916666666666667,5.583333333333333,13.583333333333334,21.916666666666668,98.83333333333333,0.6666666666666666,0.43878954607977994,0.3202247191011236,0.7591240875912408,45.22222222222222,19.444444444444443,7.444444444444445,8.333333333333334,16.0,25.333333333333332,100.33333333333333,0.5555555555555556,0,1
232,2009-11-20,Denver,LA Clippers,-460.0,360.0,-9.0,0.47231638418079097,0.3780487804878049,0.8010899182561307,40.36363636363637,21.636363636363637,8.454545454545455,4.636363636363637,13.272727272727273,22.363636363636363,108.36363636363636,0.7272727272727273,0.468565815324165,0.3145539906103286,0.7012195121951219,40.15384615384615,23.076923076923077,7.538461538461538,6.384615384615385,15.076923076923077,22.076923076923077,96.23076923076923,0.3076923076923077,0,0
233,2009-11-20,Philadelphia,Memphis,-200.0,170.0,-5.0,0.46557759626604434,0.30939226519337015,0.7454545454545455,39.81818181818182,19.272727272727273,8.363636363636363,5.636363636363637,14.545454545454545,20.09090909090909,96.27272727272727,0.45454545454545453,0.4657079646017699,0.2956521739130435,0.7361563517915309,44.18181818181818,19.272727272727273,7.181818181818182,4.545454545454546,16.363636363636363,22.727272727272727,100.18181818181819,0.2727272727272727,1,0
234,2009-11-20,Toronto,Miami,-150.0,130.0,-3.0,0.46551724137931033,0.39285714285714285,0.7774390243902439,41.0,20.583333333333332,5.333333333333333,5.0,11.833333333333334,24.583333333333332,106.0,0.4166666666666667,0.4574468085106383,0.34972677595628415,0.7536764705882353,40.54545454545455,17.636363636363637,6.2727272727272725,5.181818181818182,13.636363636363637,21.0,94.81818181818181,0.6363636363636364,1,1
235,2009-11-20,Washington,Oklahoma City,150.0,-170.0,4.0,0.43609022556390975,0.34615384615384615,0.7573529411764706,43.3,18.6,5.9,5.5,14.7,22.5,95.6,0.3,0.4397905759162304,0.3114754098360656,0.8006872852233677,41.666666666666664,17.916666666666668,8.083333333333334,5.5,13.75,23.666666666666668,94.16666666666667,0.5,0,0
236,2009-11-20,Boston,Orlando,-260.0,220.0,-6.0,0.500542888165038,0.3698630136986301,0.7325581395348837,37.916666666666664,25.166666666666668,8.666666666666666,4.666666666666667,14.083333333333334,20.25,99.33333333333333,0.75,0.4597457627118644,0.36908517350157727,0.7028753993610224,40.666666666666664,20.0,6.166666666666667,4.666666666666667,13.25,20.25,100.41666666666667,0.75,1,0
237,2009-11-20,Memphis,Philadelphia,170.0,-200.0,5.0,0.4657079646017699,0.2956521739130435,0.7361563517915309,44.18181818181818,19.272727272727273,7.181818181818182,4.545454545454546,16.363636363636363,22.727272727272727,100.18181818181819,0.2727272727272727,0.46557759626604434,0.30939226519337015,0.7454545454545455,39.81818181818182,19.272727272727273,8.363636363636363,5.636363636363637,14.545454545454545,20.09090909090909,96.27272727272727,0.45454545454545453,0,1
238,2009-11-20,Golden State,Portland,300.0,-360.0,7.5,0.48677248677248675,0.38860103626943004,0.7491166077738516,37.18181818181818,22.545454545454547,9.545454545454545,4.454545454545454,15.454545454545455,23.636363636363637,109.72727272727273,0.2727272727272727,0.4448938321536906,0.35269709543568467,0.8209876543209876,43.15384615384615,20.23076923076923,6.230769230769231,5.923076923076923,13.846153846153847,22.23076923076923,94.6923076923077,0.6923076923076923,1,1
239,2009-11-20,Dallas,Sacramento,-700.0,500.0,-10.0,0.44742063492063494,0.3568075117370892,0.7986348122866894,45.75,21.666666666666668,7.416666666666667,6.333333333333333,12.25,20.5,101.0,0.75,0.4457831325301205,0.3532608695652174,0.7508417508417509,44.5,18.5,8.0,4.7,14.4,22.5,102.8,0.5,1,1
240,2009-11-20,Miami,Toronto,130.0,-150.0,3.0,0.4574468085106383,0.34972677595628415,0.7536764705882353,40.54545454545455,17.636363636363637,6.2727272727272725,5.181818181818182,13.636363636363637,21.0,94.81818181818181,0.6363636363636364,0.46551724137931033,0.39285714285714285,0.7774390243902439,41.0,20.583333333333332,5.333333333333333,5.0,11.833333333333334,24.583333333333332,106.0,0.4166666666666667,0,0
241,2009-11-20,Oklahoma City,Washington,-170.0,150.0,-4.0,0.4397905759162304,0.3114754098360656,0.8006872852233677,41.666666666666664,17.916666666666668,8.083333333333334,5.5,13.75,23.666666666666668,94.16666666666667,0.5,0.43609022556390975,0.34615384615384615,0.7573529411764706,43.3,18.6,5.9,5.5,14.7,22.5,95.6,0.3,1,1
242,2009-11-21,Denver,Chicago,-400.0,320.0,-8.0,0.4732984293193717,0.36464088397790057,0.8025,39.833333333333336,21.5,8.416666666666666,4.5,13.583333333333334,22.75,107.58333333333333,0.6666666666666666,0.4309210526315789,0.29850746268656714,0.7154811715481172,44.36363636363637,20.272727272727273,7.363636363636363,6.0,14.363636363636363,18.545454545454547,90.63636363636364,0.5454545454545454,1,1
243,2009-11-21,Philadelphia,Cleveland,450.0,-650.0,10.5,0.464818763326226,0.3217821782178218,0.7448979591836735,38.833333333333336,19.583333333333332,8.916666666666666,5.75,14.75,20.166666666666668,96.33333333333333,0.4166666666666667,0.47,0.44672131147540983,0.7289156626506024,39.61538461538461,20.153846153846153,7.769230769230769,5.461538461538462,13.615384615384615,21.53846153846154,99.3076923076923,0.6923076923076923,0,0
244,2009-11-21,Chicago,Denver,320.0,-400.0,8.0,0.4309210526315789,0.29850746268656714,0.7154811715481172,44.36363636363637,20.272727272727273,7.363636363636363,6.0,14.363636363636363,18.545454545454547,90.63636363636364,0.5454545454545454,0.4732984293193717,0.36464088397790057,0.8025,39.833333333333336,21.5,8.416666666666666,4.5,13.583333333333334,22.75,107.58333333333333,0.6666666666666666,0,0
245,2009-11-21,Utah,Detroit,-450.0,325.0,-8.0,0.4797086368366285,0.3284671532846715,0.770764119601329,41.583333333333336,23.833333333333332,6.25,4.25,14.0,22.0,99.91666666666667,0.5,0.4522502744237102,0.3081395348837209,0.71875,40.5,15.5,6.0,4.916666666666667,12.833333333333334,24.0,92.25,0.4166666666666667,1,1
246,2009-11-21,Sacramento,Houston,550.0,-750.0,11.0,0.45334796926454446,0.355,0.7491961414790996,44.45454545454545,18.727272727272727,7.818181818181818,4.7272727272727275,15.0,22.545454545454547,102.72727272727273,0.45454545454545453,0.45235975066785394,0.3538961038961039,0.7753623188405797,42.76923076923077,23.0,8.538461538461538,4.0,14.846153846153847,21.923076923076923,103.0,0.5384615384615384,0,0
247,2009-11-21,Milwaukee,Memphis,150.0,-170.0,4.0,0.4441860465116279,0.39461883408071746,0.7128712871287128,46.3,21.4,7.2,4.0,15.8,23.3,99.6,0.7,0.46998982706002035,0.29365079365079366,0.7319277108433735,44.5,19.5,7.416666666666667,4.416666666666667,16.666666666666668,22.25,100.33333333333333,0.3333333333333333,0,1
248,2009-11-21,Memphis,Milwaukee,-170.0,150.0,-4.0,0.46998982706002035,0.29365079365079366,0.7319277108433735,44.5,19.5,7.416666666666667,4.416666666666667,16.666666666666668,22.25,100.33333333333333,0.3333333333333333,0.4441860465116279,0.39461883408071746,0.7128712871287128,46.3,21.4,7.2,4.0,15.8,23.3,99.6,0.7,1,0
249,2009-11-21,Portland,Minnesota,-1500.0,950.0,-13.0,0.44288389513108617,0.3423076923076923,0.8192090395480226,43.285714285714285,20.071428571428573,6.285714285714286,5.928571428571429,14.5,22.285714285714285,94.64285714285714,0.6428571428571429,0.4302554027504912,0.2670807453416149,0.7168949771689498,42.083333333333336,18.333333333333332,9.083333333333334,3.75,16.25,21.083333333333332,89.66666666666667,0.08333333333333333,1,1
250,2009-11-21,Cleveland,Philadelphia,-650.0,450.0,-10.5,0.47,0.44672131147540983,0.7289156626506024,39.61538461538461,20.153846153846153,7.769230769230769,5.461538461538462,13.615384615384615,21.53846153846154,99.3076923076923,0.6923076923076923,0.464818763326226,0.3217821782178218,0.7448979591836735,38.833333333333336,19.583333333333332,8.916666666666666,5.75,14.75,20.166666666666668,96.33333333333333,0.4166666666666667,1,1
251,2009-11-21,Minnesota,Portland,950.0,-1500.0,13.0,0.4302554027504912,0.2670807453416149,0.7168949771689498,42.083333333333336,18.333333333333332,9.083333333333334,3.75,16.25,21.083333333333332,89.66666666666667,0.08333333333333333,0.44288389513108617,0.3423076923076923,0.8192090395480226,43.285714285714285,20.071428571428573,6.285714285714286,5.928571428571429,14.5,22.285714285714285,94.64285714285714,0.6428571428571429,0,0
252,2009-11-21,Houston,Sacramento,-750.0,550.0,-11.0,0.45235975066785394,0.3538961038961039,0.7753623188405797,42.76923076923077,23.0,8.538461538461538,4.0,14.846153846153847,21.923076923076923,103.0,0.5384615384615384,0.45334796926454446,0.355,0.7491961414790996,44.45454545454545,18.727272727272727,7.818181818181818,4.7272727272727275,15.0,22.545454545454547,102.72727272727273,0.45454545454545453,1,1
253,2009-11-21,Washington,San Antonio,260.0,-320.0,7.5,0.43954802259887005,0.3567251461988304,0.7525083612040134,43.0,18.636363636363637,6.090909090909091,5.2727272727272725,15.181818181818182,22.454545454545453,96.72727272727273,0.2727272727272727,0.45796737766624845,0.3427230046948357,0.7297297297297297,41.2,20.7,5.3,4.8,12.3,24.3,99.2,0.4,0,0
254,2009-11-21,Detroit,Utah,325.0,-450.0,8.0,0.4522502744237102,0.3081395348837209,0.71875,40.5,15.5,6.0,4.916666666666667,12.833333333333334,24.0,92.25,0.4166666666666667,0.4797086368366285,0.3284671532846715,0.770764119601329,41.583333333333336,23.833333333333332,6.25,4.25,14.0,22.0,99.91666666666667,0.5,0,0
255,2009-11-21,San Antonio,Washington,-320.0,260.0,-7.5,0.45796737766624845,0.3427230046948357,0.7297297297297297,41.2,20.7,5.3,4.8,12.3,24.3,99.2,0.4,0.43954802259887005,0.3567251461988304,0.7525083612040134,43.0,18.636363636363637,6.090909090909091,5.2727272727272725,15.181818181818182,22.454545454545453,96.72727272727273,0.2727272727272727,1,1
256,2009-11-22,New York,Boston,450.0,-600.0,10.0,0.4368932038834951,0.3081570996978852,0.7902621722846442,39.916666666666664,21.0,8.25,4.416666666666667,15.166666666666666,22.75,101.08333333333333,0.25,0.4871031746031746,0.3487394957983193,0.7427536231884058,38.30769230769231,24.76923076923077,8.846153846153847,4.846153846153846,13.923076923076923,20.615384615384617,97.6923076923077,0.6923076923076923,1,0
257,2009-11-22,Oklahoma City,LA Lakers,500.0,-700.0,11.0,0.4474445515911283,0.3333333333333333,0.8055555555555556,41.69230769230769,17.923076923076923,8.538461538461538,5.461538461538462,13.923076923076923,23.615384615384617,96.6923076923077,0.5384615384615384,0.457252641690682,0.34649122807017546,0.7255639097744361,44.916666666666664,23.666666666666668,8.75,4.916666666666667,14.333333333333334,21.666666666666668,102.0,0.75,0,0
258,2009-11-22,Boston,New York,-600.0,450.0,-10.0,0.4871031746031746,0.3487394957983193,0.7427536231884058,38.30769230769231,24.76923076923077,8.846153846153847,4.846153846153846,13.923076923076923,20.615384615384617,97.6923076923077,0.6923076923076923,0.4368932038834951,0.3081570996978852,0.7902621722846442,39.916666666666664,21.0,8.25,4.416666666666667,15.166666666666666,22.75,101.08333333333333,0.25,0,1
259,2009-11-22,LA Lakers,Oklahoma City,-700.0,500.0,-11.0,0.457252641690682,0.34649122807017546,0.7255639097744361,44.916666666666664,23.666666666666668,8.75,4.916666666666667,14.333333333333334,21.666666666666668,102.0,0.75,0.4474445515911283,0.3333333333333333,0.8055555555555556,41.69230769230769,17.923076923076923,8.538461538461538,5.461538461538462,13.923076923076923,23.615384615384617,96.6923076923077,0.5384615384615384,1,1
260,2009-11-22,Toronto,Orlando,140.0,-160.0,3.5,0.47303689687795647,0.4044943820224719,0.7802197802197802,41.15384615384615,21.153846153846153,5.153846153846154,5.153846153846154,12.461538461538462,24.846153846153847,107.07692307692308,0.46153846153846156,0.45660749506903353,0.3746312684365782,0.6932153392330384,40.76923076923077,19.923076923076923,6.230769230769231,4.846153846153846,13.76923076923077,20.53846153846154,99.07692307692308,0.7692307692307693,1,0
261,2009-11-22,Orlando,Toronto,-160.0,140.0,-3.5,0.45660749506903353,0.3746312684365782,0.6932153392330384,40.76923076923077,19.923076923076923,6.230769230769231,4.846153846153846,13.76923076923077,20.53846153846154,99.07692307692308,0.7692307692307693,0.47303689687795647,0.4044943820224719,0.7802197802197802,41.15384615384615,21.153846153846153,5.153846153846154,5.153846153846154,12.461538461538462,24.846153846153847,107.07692307692308,0.46153846153846156,0,1
262,2009-11-23,Portland,Chicago,-400.0,320.0,-8.0,0.4467713787085515,0.3485915492957746,0.806282722513089,43.6,20.6,6.0,5.866666666666666,14.133333333333333,22.133333333333333,95.4,0.6666666666666666,0.43202416918429004,0.2896551724137931,0.7224334600760456,44.083333333333336,20.166666666666668,7.333333333333333,5.916666666666667,14.5,18.333333333333332,90.83333333333333,0.5,1,1
263,2009-11-23,Minnesota,LA Clippers,195.0,-235.0,5.5,0.42648401826484017,0.2647058823529412,0.7383966244725738,41.46153846153846,17.76923076923077,8.692307692307692,3.6153846153846154,15.76923076923077,21.615384615384617,88.76923076923077,0.07692307692307693,0.4702108157653529,0.3217391304347826,0.7119113573407202,39.642857142857146,23.428571428571427,7.571428571428571,6.357142857142857,14.928571428571429,22.214285714285715,96.92857142857143,0.35714285714285715,0,0
264,2009-11-23,Sacramento,Memphis,205.0,-245.0,5.5,0.4578313253012048,0.3611111111111111,0.75,43.916666666666664,19.166666666666668,7.583333333333333,4.666666666666667,14.916666666666666,22.583333333333332,103.0,0.4166666666666667,0.46942615239887114,0.2857142857142857,0.7313019390581718,44.69230769230769,19.384615384615383,7.461538461538462,4.538461538461538,16.615384615384617,22.0,100.15384615384616,0.3076923076923077,0,0
265,2009-11-23,San Antonio,Milwaukee,-435.0,345.0,-8.0,0.45866364665911663,0.3547008547008547,0.7321428571428571,42.81818181818182,21.727272727272727,5.090909090909091,5.0,11.909090909090908,24.09090909090909,99.81818181818181,0.45454545454545453,0.44538706256627786,0.3911290322580645,0.7168141592920354,45.81818181818182,21.545454545454547,7.181818181818182,3.8181818181818183,15.545454545454545,23.272727272727273,99.9090909090909,0.7272727272727273,1,1
266,2009-11-23,LA Clippers,Minnesota,-235.0,195.0,-5.5,0.4702108157653529,0.3217391304347826,0.7119113573407202,39.642857142857146,23.428571428571427,7.571428571428571,6.357142857142857,14.928571428571429,22.214285714285715,96.92857142857143,0.35714285714285715,0.42648401826484017,0.2647058823529412,0.7383966244725738,41.46153846153846,17.76923076923077,8.692307692307692,3.6153846153846154,15.76923076923077,21.615384615384617,88.76923076923077,0.07692307692307693,1,1
267,2009-11-23,Chicago,Portland,320.0,-400.0,8.0,0.43202416918429004,0.2896551724137931,0.7224334600760456,44.083333333333336,20.166666666666668,7.333333333333333,5.916666666666667,14.5,18.333333333333332,90.83333333333333,0.5,0.4467713787085515,0.3485915492957746,0.806282722513089,43.6,20.6,6.0,5.866666666666666,14.133333333333333,22.133333333333333,95.4,0.6666666666666666,0,0
268,2009-11-23,Memphis,Sacramento,-245.0,205.0,-5.5,0.46942615239887114,0.2857142857142857,0.7313019390581718,44.69230769230769,19.384615384615383,7.461538461538462,4.538461538461538,16.615384615384617,22.0,100.15384615384616,0.3076923076923077,0.4578313253012048,0.3611111111111111,0.75,43.916666666666664,19.166666666666668,7.583333333333333,4.666666666666667,14.916666666666666,22.583333333333332,103.0,0.4166666666666667,1,1
269,2009-11-23,Milwaukee,San Antonio,345.0,-435.0,8.0,0.44538706256627786,0.3911290322580645,0.7168141592920354,45.81818181818182,21.545454545454547,7.181818181818182,3.8181818181818183,15.545454545454545,23.272727272727273,99.9090909090909,0.7272727272727273,0.45866364665911663,0.3547008547008547,0.7321428571428571,42.81818181818182,21.727272727272727,5.090909090909091,5.0,11.909090909090908,24.09090909090909,99.81818181818181,0.45454545454545453,0,0
270,2009-11-24,Golden State,Dallas,700.0,-1100.0,12.5,0.4859086491739553,0.39805825242718446,0.7516129032258064,37.166666666666664,22.416666666666668,10.0,4.583333333333333,15.5,24.0,109.58333333333333,0.3333333333333333,0.4477747502270663,0.34913793103448276,0.7929936305732485,45.61538461538461,22.153846153846153,7.615384615384615,6.153846153846154,12.384615384615385,20.076923076923077,101.23076923076923,0.7692307692307693,0,1
271,2009-11-24,Dallas,Golden State,-1100.0,700.0,-12.5,0.4477747502270663,0.34913793103448276,0.7929936305732485,45.61538461538461,22.153846153846153,7.615384615384615,6.153846153846154,12.384615384615385,20.076923076923077,101.23076923076923,0.7692307692307693,0.4859086491739553,0.39805825242718446,0.7516129032258064,37.166666666666664,22.416666666666668,10.0,4.583333333333333,15.5,24.0,109.58333333333333,0.3333333333333333,1,0
272,2009-11-24,Toronto,Indiana,-245.0,205.0,-5.5,0.4708994708994709,0.4028268551236749,0.7806122448979592,41.285714285714285,21.0,5.071428571428571,4.928571428571429,12.214285714285714,25.0,106.28571428571429,0.42857142857142855,0.43905191873589167,0.30275229357798167,0.7586206896551724,44.0,19.272727272727273,7.545454545454546,8.272727272727273,15.636363636363637,24.727272727272727,98.72727272727273,0.45454545454545453,1,1
273,2009-11-24,New York,LA Lakers,1460.0,-2800.0,14.5,0.4364937388193202,0.31024930747922436,0.7903780068728522,40.38461538461539,20.846153846153847,8.076923076923077,4.461538461538462,15.384615384615385,22.923076923076923,101.38461538461539,0.23076923076923078,0.45263157894736844,0.3347107438016529,0.7386759581881533,45.23076923076923,23.692307692307693,8.615384615384615,4.846153846153846,13.923076923076923,21.23076923076923,101.92307692307692,0.7692307692307693,0,0
274,2009-11-24,LA Lakers,New York,-2800.0,1460.0,-14.5,0.45263157894736844,0.3347107438016529,0.7386759581881533,45.23076923076923,23.692307692307693,8.615384615384615,4.846153846153846,13.923076923076923,21.23076923076923,101.92307692307692,0.7692307692307693,0.4364937388193202,0.31024930747922436,0.7903780068728522,40.38461538461539,20.846153846153847,8.076923076923077,4.461538461538462,15.384615384615385,22.923076923076923,101.38461538461539,0.23076923076923078,1,1
275,2009-11-24,Utah,Oklahoma City,-375.0,313.0,-8.0,0.47678916827852996,0.32432432432432434,0.7681159420289855,41.0,24.0,6.615384615384615,4.3076923076923075,14.076923076923077,21.846153846153847,99.92307692307692,0.5384615384615384,0.4416740872662511,0.31277533039647576,0.8040345821325648,42.357142857142854,18.071428571428573,8.357142857142858,6.214285714285714,14.285714285714286,23.428571428571427,95.85714285714286,0.5,1,0
276,2009-11-24,Washington,Philadelphia,-140.0,120.0,-2.5,0.43034055727554177,0.34210526315789475,0.7477477477477478,43.083333333333336,18.083333333333332,6.083333333333333,5.333333333333333,14.666666666666666,21.75,95.66666666666667,0.25,0.46101364522417154,0.3167420814479638,0.7451612903225806,39.07692307692308,19.615384615384617,8.846153846153847,5.615384615384615,14.384615384615385,20.0,95.92307692307692,0.38461538461538464,1,1
277,2009-11-24,Indiana,Toronto,205.0,-245.0,5.5,0.43905191873589167,0.30275229357798167,0.7586206896551724,44.0,19.272727272727273,7.545454545454546,8.272727272727273,15.636363636363637,24.727272727272727,98.72727272727273,0.45454545454545453,0.4708994708994709,0.4028268551236749,0.7806122448979592,41.285714285714285,21.0,5.071428571428571,4.928571428571429,12.214285714285714,25.0,106.28571428571429,0.42857142857142855,0,0
278,2009-11-24,Oklahoma City,Utah,313.0,-375.0,8.0,0.4416740872662511,0.31277533039647576,0.8040345821325648,42.357142857142854,18.071428571428573,8.357142857142858,6.214285714285714,14.285714285714286,23.428571428571427,95.85714285714286,0.5,0.47678916827852996,0.32432432432432434,0.7681159420289855,41.0,24.0,6.615384615384615,4.3076923076923075,14.076923076923077,21.846153846153847,99.92307692307692,0.5384615384615384,0,1
279,2009-11-24,Philadelphia,Washington,120.0,-140.0,2.5,0.46101364522417154,0.3167420814479638,0.7451612903225806,39.07692307692308,19.615384615384617,8.846153846153847,5.615384615384615,14.384615384615385,20.0,95.92307692307692,0.38461538461538464,0.43034055727554177,0.34210526315789475,0.7477477477477478,43.083333333333336,18.083333333333332,6.083333333333333,5.333333333333333,14.666666666666666,21.75,95.66666666666667,0.25,0,0
280,2009-11-25,Philadelphia,Boston,925.0,-1400.0,13.0,0.45625,0.3225806451612903,0.7567567567567568,39.5,19.642857142857142,8.785714285714286,5.857142857142857,14.142857142857142,19.785714285714285,96.71428571428571,0.35714285714285715,0.48124428179322964,0.35361216730038025,0.7459807073954984,39.0,24.5,9.0,5.071428571428571,14.0,21.142857142857142,98.35714285714286,0.7142857142857143,0,0
281,2009-11-25,Detroit,Cleveland,205.0,-245.0,5.5,0.45,0.3121951219512195,0.7254901960784313,40.357142857142854,15.642857142857142,6.5,4.785714285714286,13.0,24.142857142857142,92.5,0.35714285714285715,0.47069767441860466,0.4431818181818182,0.7337110481586402,40.0,20.428571428571427,7.428571428571429,5.5,13.428571428571429,21.285714285714285,99.14285714285714,0.7142857142857143,1,0
282,2009-11-25,Houston,Dallas,-175.0,155.0,-4.0,0.4542456718878813,0.34355828220858897,0.7880794701986755,42.714285714285715,22.785714285714285,8.5,4.071428571428571,14.357142857142858,21.714285714285715,103.71428571428571,0.5714285714285714,0.44885883347421807,0.3441295546558704,0.8023598820058997,45.285714285714285,22.428571428571427,7.928571428571429,6.142857142857143,12.785714285714286,20.071428571428573,101.35714285714286,0.7142857142857143,1,0
283,2009-11-25,Minnesota,Denver,355.0,-455.0,8.5,0.4269854824935952,0.27956989247311825,0.7411764705882353,41.357142857142854,17.785714285714285,8.642857142857142,3.5714285714285716,16.142857142857142,21.642857142857142,88.64285714285714,0.07142857142857142,0.475,0.3456221198156682,0.7952069716775599,40.357142857142854,22.0,8.785714285714286,4.642857142857143,14.071428571428571,22.642857142857142,107.42857142857143,0.7142857142857143,1,0
284,2009-11-25,Cleveland,Detroit,-245.0,205.0,-5.5,0.47069767441860466,0.4431818181818182,0.7337110481586402,40.0,20.428571428571427,7.428571428571429,5.5,13.428571428571429,21.285714285714285,99.14285714285714,0.7142857142857143,0.45,0.3121951219512195,0.7254901960784313,40.357142857142854,15.642857142857142,6.5,4.785714285714286,13.0,24.142857142857142,92.5,0.35714285714285715,0,1
285,2009-11-25,San Antonio,Golden State,-1600.0,1100.0,-13.0,0.4630593132154006,0.36470588235294116,0.7418300653594772,43.083333333333336,21.916666666666668,5.083333333333333,4.833333333333333,12.25,23.25,100.83333333333333,0.5,0.4852282900626679,0.4052863436123348,0.7552870090634441,37.84615384615385,22.23076923076923,10.384615384615385,4.384615384615385,15.923076923076923,23.846153846153847,109.6923076923077,0.38461538461538464,1,1
286,2009-11-25,Dallas,Houston,155.0,-175.0,4.0,0.44885883347421807,0.3441295546558704,0.8023598820058997,45.285714285714285,22.428571428571427,7.928571428571429,6.142857142857143,12.785714285714286,20.071428571428573,101.35714285714286,0.7142857142857143,0.4542456718878813,0.34355828220858897,0.7880794701986755,42.714285714285715,22.785714285714285,8.5,4.071428571428571,14.357142857142858,21.714285714285715,103.71428571428571,0.5714285714285714,0,1
287,2009-11-25,LA Clippers,Indiana,160.0,-190.0,4.0,0.46678023850085176,0.3114754098360656,0.720626631853786,39.93333333333333,23.2,7.733333333333333,6.066666666666666,14.8,21.8,96.53333333333333,0.4,0.4403292181069959,0.3183673469387755,0.7652173913043478,43.166666666666664,19.833333333333332,7.166666666666667,7.916666666666667,15.416666666666666,24.666666666666668,99.83333333333333,0.4166666666666667,0,0
288,2009-11-25,Indiana,LA Clippers,-190.0,160.0,-4.0,0.4403292181069959,0.3183673469387755,0.7652173913043478,43.166666666666664,19.833333333333332,7.166666666666667,7.916666666666667,15.416666666666666,24.666666666666668,99.83333333333333,0.4166666666666667,0.46678023850085176,0.3114754098360656,0.720626631853786,39.93333333333333,23.2,7.733333333333333,6.066666666666666,14.8,21.8,96.53333333333333,0.4,1,1
289,2009-11-25,Orlando,Miami,-600.0,450.0,-10.0,0.45305378304466726,0.3665768194070081,0.7005347593582888,41.142857142857146,19.857142857142858,6.0,4.5,13.285714285714286,20.5,99.42857142857143,0.7857142857142857,0.4602385685884692,0.3561643835616438,0.7604790419161677,40.61538461538461,18.23076923076923,6.0,5.076923076923077,13.307692307692308,21.384615384615383,96.76923076923077,0.6153846153846154,1,0
290,2009-11-25,Denver,Minnesota,-455.0,355.0,-8.5,0.475,0.3456221198156682,0.7952069716775599,40.357142857142854,22.0,8.785714285714286,4.642857142857143,14.071428571428571,22.642857142857142,107.42857142857143,0.7142857142857143,0.4269854824935952,0.27956989247311825,0.7411764705882353,41.357142857142854,17.785714285714285,8.642857142857142,3.5714285714285716,16.142857142857142,21.642857142857142,88.64285714285714,0.07142857142857142,0,1
